revenue,imdb_rating,wiki_sv,wiki_en,production_budget,sf_rating,mpaa_rating
58651.0,6.3,0,5344.0,0,2.67,R
111631.0,7.2,20.0,330.0,20000000.0,3.12,PG-13
73198.0,7.5,0,89.0,0,3.87,R
1828.0,7.4,0,1820.0,15000000.0,3.17,PG
102134.0,6.2,0,572.0,0,2.52,R
169396.0,5.4,0,1328.0,0,2.57,R
7825.0,7.2,108.0,141.0,0,2.94,PG-13
15907.0,7.6,0,1130.0,0,2.88,R
40931.0,7.2,37.0,191.0,0,4.11,R
870.0,6.4,0,1223.0,0,2.93,R
560.0,6.5,0,521.0,0,2.5,PG-13
12242.0,7.0,0,59.0,0,4.01,R
21863.0,7.2,80.0,731.0,0,3.58,R
13425.0,6.6,0,1.0,0,3.63,R
3945455.0,8.0,2680.0,481641.0,245000000.0,3.79,PG-13
548481.0,6.4,0,938.0,74000000.0,2.83,PG
2815877.0,6.8,25.0,4584.0,245000000.0,3.4,PG-13
889100.0,7.4,371.0,497.0,150000000.0,3.43,PG-13
911530.0,8.0,1183.0,1302.0,135000000.0,3.76,R
547623.0,7.3,261.0,27753.0,130000000.0,3.39,PG-13
544666.0,6.7,75.0,7748.0,80000000.0,2.46,PG
267029.0,7.9,66.0,12902.0,28000000.0,3.11,R
384910.0,7.1,23.0,6860.0,99000000.0,2.73,G
88580.0,7.6,6.0,999.0,35000000.0,3.61,PG-13
841197.0,5.1,72.0,3601.0,0,1.83,PG
630450.0,6.3,74.0,31526.0,61000000.0,2.33,PG-13
322627.0,6.3,160.0,22610.0,68000000.0,2.72,R
194870.0,7.6,334.0,304.0,40000000.0,3.33,PG-13
187336.0,7.8,234.0,15337.0,28000000.0,3.75,R
231372.0,5.6,113.0,37873.0,14800000.0,2.4,R
240896.0,6.9,0,1677.0,53000000.0,3.36,R
211384.0,6.6,8.0,2112.0,60000000.0,2.63,PG-13
228588.0,4.3,45.0,42563.0,120000000.0,2.35,PG-13
638973.0,7.8,409.0,61150.0,44000000.0,3.32,R
80731.0,7.4,3.0,773.0,30000000.0,2.71,R
141363.0,7.6,157.0,1185.0,30000000.0,3.38,R
44590.0,8.1,3.0,476.0,0,4.09,R
357685.0,7.1,0,2.0,55000000.0,2.9,PG-13
74703.0,6.4,2.0,340.0,25000000.0,2.0,R
51748.0,7.5,58.0,4773.0,0,3.36,PG-13
63031.0,7.3,0,5991.0,11000000.0,3.12,PG-13
236615.0,6.5,0,91463.0,55000000.0,3.01,R
60240.0,6.8,0,452.0,0,1.57,R
45133.0,5.9,0,4171.0,18000000.0,2.83,PG-13
177642.0,5.7,55.0,25616.0,35000000.0,1.93,R
50045.0,7.2,611.0,32218.0,30000000.0,3.51,R
31033.0,5.2,0,1789.0,0,1.67,PG-13
43872.0,8.2,371.0,461.0,0,4.01,R
121277.0,7.2,1.0,660.0,0,4.26,R
6869.0,7.4,0,73.0,0,3.35,PG-13
12841.0,7.1,0,7201.0,0,3.43,PG-13
166258.0,7.1,1190.0,1161.0,0,3.19,R
92942.0,7.3,4.0,1041.0,35000000.0,3.67,PG
46121.0,7.8,4.0,243.0,0,4.45,R
11149.0,6.7,70.0,856.0,600000.0,3.63,R
147770.0,6.9,0,3242.0,0,3.71,PG-13
56563.0,7.0,80.0,1074.0,0,2.5,R
11833.0,6.9,0,1125.0,0,3.92,R
11391.0,7.3,0,156.0,0,3.03,R
10013.0,6.3,0,29.0,0,3.31,N/A
5853.0,6.7,0,241.0,0,3.04,PG-13
9743.0,5.2,8.0,196.0,10000000.0,4.51,R
15801.0,8.3,94.0,11.0,0,3.92,N/A
23272.0,8.1,1.0,27.0,0,3.65,PG
